title,label
Situation Syria Regional Refugee Response,REAL
Transcript of Republican Presidential debate at the Ronald Reagan Library in Simi Valley,REAL
"Sec. John Kelly on Manchester investigation, keeping America safe",REAL
John McCain for President,REAL
alert to members on abortion coverage in the House health care bill,REAL
Terror Suspects Are Buying Guns - and the FBI Can't Stop Them,REAL
Organizing for Action,REAL
"Hannity says Obama won't even use the term ""war on terrorism""",REAL
a professor of American Studies at Lynn University,REAL
transcript accessed via Nexis Mitt Romney Sends Taped Message to 2011 NRA Convention,REAL
An Open Letter to 'All Barack Channel',REAL
"Obama for America TV Ad: ""Firms""",REAL
roll call on Stupak amendment,REAL
Pastors To Protest IRS Rules on Political Advocacy,REAL
"Mitch McConnell, Alison Lundergan Grimes Have 'Sharp Differences' on Campaign Finance Rules",REAL
by Mark Halperin,REAL
"Ryan's plan includes $700 billion in Medicare ""cuts,"" says Stephanie Cutter",REAL
U.S. Senate: U.S. Senate Roll Call Votes 110th Congress,REAL
Table B46 Employees on nonagricultural payrolls by major industry 19552006,REAL
Jim DeMint on Twitter,REAL
"Fed Up! Our Fight to Save America from Washington, by Rick Perry",REAL
Obama’s Health Care Speech to Congress,REAL
,REAL
Press release Rep Barton Democrats stimulus will waste money abuse people and lead to unintended consequences,REAL
Summing Summertime: Part 4,REAL
Laura Ingraham wrongly says claim that 90% support for gun background checks has been debunked,REAL
"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",REAL
Federal Election Commission filing,REAL
Transcript of debate between Chris Coons and Christine ODonnell,REAL
Transcripts,REAL
Barack Obama says Mitt Romney condemned coal-fired power plants as killers,REAL
The full transcript of the third presidential debate,REAL
Poverty 2005 Highlights,REAL
Food Standards and Labeling Policy Book,REAL
'This Week' Transcript: Geithner,REAL
Transcripts,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
"Nancy Pelosi, Wicked Witch of the West",REAL
or Degrading Treatment of Punishment Text of International Covenant on Civil and Political Rights Text of Geneva Convention relative to the Treatment of Prisoners of War Text of Geneva Convention relative to the Protection of Civilian Persons in Time of War Text of Universal Declaration of Human Rights Jay Bybee assistant attorney general,REAL
Warren Buffett says the super-rich pay lower tax rates than others,REAL
U.S. Senate: U.S. Senate Roll Call Votes 108th Congress,REAL
Jeb Bush 2016 Same Resume Right to Rise USA PAC,REAL
"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",REAL
U.S. Senate: U.S. Senate Roll Call Votes 111th Congress,REAL
Harry Reid,REAL
Video Interview with Howard Dean,REAL
The Democratic Debate in Cleveland,REAL
Obama knows his way around a ballot -- chicagotribune.com,REAL
speech on the floor of the US House of Representatives,REAL
"Everything you need to know about the drone debate, in one FAQ",REAL
WATCH LIVE: Tim Kaine and Corey Stewart meet for first U.S. Senate debate in Virginia,REAL
Web Ad A Tale of Two Mitts,REAL
Romney CPAC Speech: It's All About the Jobs,REAL
Patient Protection and Affordable Care Act,REAL
AFP: McCain renews attacks on Obama links to radical,REAL
Patient Protection and Affordable Care Act,REAL
,REAL
Sarah Palin on Twitter,REAL
"No Regrets for a Love Of Explosives; In a Memoir of Sorts, a War Protester Talks of Life With the Weathermen",REAL
"Bill Clinton on Rush Limbaugh, His Mistakes, the Supreme Court and Middle East Peace",REAL
Rick Santorum sworn in as Pennsylvania’s newest senator,REAL
"Letter to the Honorable John Boehner providing an estimate for H.R. 6079, the Repeal of Obamacare Act",REAL
Financial Rescue Nears GDP as Pledges Top 128 Trillion by Mark Pittman and Bob Ivry,REAL
Transcript: NPR's Full Interview With Sen. Marco Rubio,REAL
Gore looking to turn idle fans into activists 3year ad campaign will feature enemies united on climate,REAL
The early catastrophe,REAL
,REAL
NPC Luncheon with Eric Holder,REAL
"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn",REAL
2011-2012 Wisconsin Legislature Documents,REAL
"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national security leaks",REAL
U.S. Imports & Exports,REAL
Transcripts,REAL
"In reversal, McCain says lift ban on offshore drilling",REAL
"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page",REAL
'This Week' Transcript: Odierno and Chiarelli,REAL
Obama’s Prime-Time Press Briefing,REAL
"Author Offers Insights on Slavery, the Capitol, and Obama's Inauguration",REAL
American International Group Inc Form 10K,REAL
Remarks by the President at AFL CIO Labor Day Picnic,REAL
REP. JENKINS: OPIOID CRISIS FUNDING SHOULD BE BASED ON NEED,REAL
Remarks by the First Lady on What Health Insurance Reform Means for Women and Families,REAL
and Surpluses or Deficits as Percentages of GDP 1930–2015,REAL
Planned Parenthood® Action Center,REAL
Transcripts,REAL
CBOs Estimate of the Effects on Direct Spending and Revenues of the House Amendments to the Senate Amendments to HR 976 the Childrens Health Insurance Program Reauthorization Act of 2007,REAL
Remarks of Senator Obama: The War We Need to Win,REAL
Library of Congress,REAL
'This Week' Transcript: Geithner,REAL
"Obama for America TV Ad: ""Firms""",REAL
,REAL
The Colbert Report,REAL
Stop Coddling the Super-Rich,REAL
Did Bernie Sanders vote against background checks and waiting periods for gun purchases?,REAL
Families Facing Tax Increases Under Trump's Tax Plan,REAL
Report on Geithners tax issues,REAL
Senate begins health care debate amid calls for tort reforms,REAL
Updated: The Facts About Hillary Clinton’s Emails,REAL
Rand Paul: Republicans 'Aren't Maybe Brave Enough' to Tackle Deficit,REAL
Sen. Sanders warns of ‘frightening trend’ towards oligarchy,REAL
The latest political news and headlines from D.C. and beyond,REAL
,REAL
The Democratic Debate in Cleveland,REAL
Rick Perry says he switched to GOP at a younger age than Reagan did,REAL
"Hillary Rodham Clinton, Senator for New York: Schumer, Clinton Announce Key Senate Panel Approves Over $1.3 Million for Labor, Health and Human Services Projects in the Hudson Valley",REAL
Senator Bernie Sanders on Democratic Socialism in the United States,REAL
"The CNN Miami Republican debate transcript, annotated",REAL
Barack Obama says U.S. oil production last year was highest since 2003,REAL
Survey Results from Hays Research Group,REAL
The Budget and Economic Outlook: Fiscal Years 2009 to 2019,REAL
testimony submitted to the Congressional Oversight Panel’s hearing on the TARPs impact on financial stability,REAL
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",REAL
The Daily Show with Trevor Noah,REAL
Historical aggregate income by fifths and top 5 percent,REAL
"IMPEACHMENT HINT STIRS HOUSE CLASH; Democratic Orators Spring to Roosevelt Defense, Charging 'Malice.'",REAL
The Obameter: Introduce a comprehensive immigration bill in the first year,REAL
"Trump asking Congress, not Mexico, to pay for border wall",REAL
Flake: “Religious tests should have no place in the Senate”,REAL
Change We Can Believe In,REAL
deputy director of national health statistics in the Office of the Actuary at the Center for Medicare and Medicaid Services,REAL
Romneys ProLife Conversion Myth or Reality June 14,REAL
Interest Group Ratings,REAL
